Year/Month,Fraud
2021/01,-0.20709216811614328
2021/02,-0.21959359057614092
2021/03,-0.26514840171516435
2021/04,-0.2999935457019254
2021/05,-0.3134886137797278
2021/06,-0.2816913410259433
2021/07,-0.24045437364020925
2021/08,-0.2007437426266554
2021/09,-0.1760593559340219
2021/10,-0.17416763255501524
2021/11,-0.09946155368745539
2021/12,-0.07080280769524493
2022/01,-0.1198731806193887
2022/02,-0.09517884315902629
2022/03,-0.08877732449237759
2022/04,-0.060940095879804625
2022/05,-0.02040854458869296
2022/06,-0.023712320763219046
2022/07,-0.03864923172566839
2022/08,-0.07275090208915884
2022/09,-0.09789144903765934
2022/10,-0.10384467064396792
2022/11,-0.07074986681393754
2022/12,-0.06266528878633745
2023/01,-0.03256752163829195
2023/02,0.014261300659452194
2023/03,0.048799690181940816
2023/04,0.013510235160054482
2023/05,-0.078965995424451
2023/06,-0.13282628210869857
