Year/Month,Price,Salary,Ratio,Inverse Ratio
2021/01,1.7926994,1697.57,946.9351080275923,0.0010560385727834494
2021/02,1.478865,1697.57,1147.8870620374407,0.0008711658429402028
2021/03,1.2663073333333337,1697.57,1340.5671398359846,0.0007459529405758429
2021/04,1.5364365,1697.57,1104.874819102514,0.0009050799083395678
2021/05,1.142354,1697.57,1486.027973815472,0.00067293484215673
2021/06,1.0824268,1697.57,1568.3000457860062,0.0006376330872953693
2021/07,1.071087,1697.57,1584.903934040839,0.0006309530682092638
2021/08,1.1372458,1697.57,1492.7028088386871,0.0006699257173489164
2021/09,1.1678986,1697.57,1453.525160489104,0.000687982586874179
2021/10,1.270296,1697.57,1336.3578252627733,0.0007483025736788469
2021/11,1.5046674,1697.57,1128.2028174465665,0.0008863654517928569
2021/12,1.8903892,1697.57,898.0002636494114,0.001113585419157973
2022/01,1.8204238,1466.72,805.7024963088267,0.001241152912621359
2022/02,1.7340817999999998,1466.72,845.8193840682719,0.0011822855077997163
2022/03,1.2557516666666666,1466.72,1168.0016351428296,0.0008561631849750917
2022/04,1.52654575,1466.72,960.8097235212243,0.0010407888008617868
2022/05,1.5403498,1466.72,952.199299146207,0.0010502003108977854
2022/06,1.2674236,1466.72,1157.2452966790265,0.0008641210319624741
2022/07,1.2024498,1466.72,1219.7764929562966,0.0008198223246427402
2022/08,1.2817302,1466.72,1144.328190129249,0.0008738751772662812
2022/09,1.413448,1466.72,1037.689395011348,0.0009636795025635431
2022/10,1.4646632,1466.72,1001.4042818854192,0.0009985976873568233
2022/11,1.416052,1466.72,1035.781171877869,0.0009654548925493619
2022/12,1.7442588,1466.72,840.8843916969201,0.0011892241191229411
2023/01,1.8260612000000005,1651.06,904.1646577891253,0.001105993240705971
2023/02,2.0816924,1651.06,793.1335100229024,0.0012608217751020557
2023/03,1.4877613333333333,1651.06,1109.7613326868736,0.0009010946503054603
2023/04,1.1568363333333334,1651.06,1427.2200417863776,0.0007006628065202558
2023/05,1.4232426,1651.06,1160.069267179046,0.0008620174917931511
2023/06,1.4714644,1651.06,1122.052290221904,0.0008912240621176699
