Year/Month,Price,Salary,Ratio,Inverse Ratio
2021/01,3.2712855611731664,1319.39,403.3246182050928,0.0024793924170815043
2021/02,3.2398370563945127,1319.39,407.2396163862319,0.002455556777294441
2021/03,3.219900350944792,1319.39,409.76112804635744,0.002440446229655213
2021/04,3.0889721209405576,1319.39,427.1291382190463,0.002341212318526408
2021/05,3.0632376399835257,1319.39,430.7174810006239,0.002321707486022727
2021/06,3.177601421236873,1319.39,415.21570049097943,0.0024083867705810055
2021/07,3.114782958766027,1319.39,423.5897067199502,0.0023607750238868164
2021/08,3.123523376923077,1319.39,422.4043942644367,0.002367399614157358
2021/09,3.160891447778973,1319.39,417.41072789041226,0.0023957218470497523
2021/10,3.0911953899958458,1319.39,426.82193570487084,0.0023428973919734464
2021/11,3.052181198053515,1319.39,432.2777431567373,0.002313327521091955
2021/12,3.161677813359788,1319.39,417.306910408413,0.002396317853977814
2022/01,3.179793054163846,1173.4,369.01772537161406,0.002709896927018788
2022/02,3.244094321788713,1173.4,361.7034166112089,0.0027646960301591214
2022/03,3.343531071856338,1173.4,350.9463422897174,0.002849438445420434
2022/04,3.580934536635672,1173.4,327.67982435736525,0.003051759448300385
2022/05,3.622914910173323,1173.4,323.8828482294837,0.0030875361429805034
2022/06,3.5524296986208563,1173.4,330.3091403766678,0.003027466932521609
2022/07,3.7917998655751335,1173.4,309.4572608256636,0.003231464006796602
2022/08,3.5115016490135624,1173.4,334.15903430648456,0.0029925870538721343
2022/09,3.585560624536541,1173.4,327.25705206885755,0.003055701912848594
2022/10,3.7715763882228974,1173.4,311.11659402260875,0.0032142290678565683
2022/11,3.877016717714416,1173.4,302.65538826248456,0.0033040878794225463
2022/12,3.90019752349086,1173.4,300.8565573750101,0.0033238431255248504
2023/01,4.0059832698329565,1355.32,338.32392916022206,0.0029557471813541868
2023/02,4.087575047355006,1355.32,331.5706707029152,0.0030159482980809007
2023/03,4.3866763777651725,1355.32,308.9628418612632,0.0032366351693807905
2023/04,4.288561682307967,1355.32,316.03136445285077,0.0031642428963698367
2023/05,4.138667122358063,1355.32,327.47741239643057,0.00305364572378336
2023/06,3.8608502949453536,1355.32,351.0418422010282,0.0028486632639858882
