Year/Month,Price,Salary,Ratio,Inverse Ratio
2021/01,2.571615909090909,681.8,265.1251291414754,0.0037718039147710608
2021/02,2.6743101818181816,681.8,254.9442486647024,0.003922426198031947
2021/03,2.821187090909091,681.8,241.67131708386583,0.004137851409370917
2021/04,2.823826727272728,681.8,241.4454093146456,0.004141722979279449
2021/05,2.6942432,681.8,253.05807582626542,0.0039516620709885595
2021/06,2.6825094,681.8,254.1649993845315,0.003934452038721032
2021/07,2.8361874545454544,681.8,240.3931372403837,0.004159852529400784
2021/08,2.8128485000000003,681.8,242.38774324319274,0.004125621149897331
2021/09,2.5882631,681.8,263.419897304876,0.0037962204458785566
2021/10,2.6655409,681.8,255.78298198313144,0.003909564241713112
2021/11,2.6535785,681.8,256.9360582323078,0.0038920189205045473
2021/12,2.690990727272727,681.8,253.36393510764435,0.003946891650444012
2022/01,2.671597636363636,702.76,263.04859325917823,0.0038015789691553813
2022/02,2.6920642,702.76,261.04875210628336,0.0038307020889065966
2022/03,3.0492875,702.76,230.4669533456586,0.004339016876316239
2022/04,3.632154,702.76,193.48298557825467,0.005168413114007627
2022/05,3.580628727272728,702.76,196.2672071100971,0.005095094665707679
2022/06,3.6753084,702.76,191.21116475558895,0.005229820137742615
2022/07,3.8050414,702.76,184.69181439129676,0.005414425123797598
2022/08,3.848076363636364,702.76,182.62631340712383,0.005475662194257448
2022/09,3.8667588,702.76,181.74394534254373,0.005502246570664238
2022/10,3.7786982,702.76,185.9793936440862,0.005376939780294837
2022/11,3.7237577,702.76,188.72334255260486,0.005298761597131311
2022/12,3.318419555555556,702.76,211.77551187687203,0.004721981267510325
2023/01,3.2807677777777777,755.41,230.25402929056918,0.004343029318883491
2023/02,3.4660559,755.41,217.94512892882076,0.004588310851061013
2023/03,3.6722612,755.41,205.707045021743,0.004861282217603686
2023/04,3.8302115,755.41,197.2240958495373,0.005070374366238202
2023/05,3.725544545454546,755.41,202.7649893279786,0.004931817880958084
2023/06,3.924601636363637,755.41,192.4806821157853,0.005195326559568495
