Year/Month,Fraud
2021/01,-0.0648763356961306
2021/02,-0.0998049871567347
2021/03,-0.11181194628025094
2021/04,-0.09303216051468209
2021/05,-0.1467002525522513
2021/06,-0.15386306000777153
2021/07,-0.10564593021671927
2021/08,-0.19284711642813224
2021/09,-0.2953929185331817
2021/10,-0.32644572257341026
2021/11,-0.35431942508659
2021/12,-0.32873977147181255
2022/01,-0.3055051589092686
2022/02,-0.24758750538134472
2022/03,-0.3043102116047203
2022/04,-0.3382296841903557
2022/05,-0.326895436141678
2022/06,-0.35584475770425167
2022/07,-0.3378362815476132
2022/08,-0.23059955308322155
2022/09,-0.09865680593096135
2022/10,-0.06008806207659276
2022/11,-0.07327290831692491
2022/12,-0.014438119643753978
2023/01,0.04918278749881254
2023/02,0.04789789258829883
2023/03,0.18736389936277822
2023/04,0.43919681554608525
2023/05,0.5318373317471431
2023/06,0.6543536837650732
