Year/Month,Price,Salary,Ratio,Inverse Ratio
2021/01,,651.85,,
2021/02,1.7526184380727166,651.85,371.9292150759369,0.0026886836512582902
2021/03,1.5997688814374,651.85,407.46510796878965,0.002454197869812687
2021/04,1.198524910630929,651.85,543.8768891810954,0.0018386513931593603
2021/05,1.0463843435592424,651.85,622.9546571604401,0.0016052532692478981
2021/06,0.842715008071158,651.85,773.5117967009774,0.0012928051055782126
2021/07,0.7867234490440116,651.85,828.5630748544444,0.0012069087198650174
2021/08,0.7593078960125821,651.85,858.4791537439755,0.0011648506497086478
2021/09,0.7430297742867462,651.85,877.2865133509999,0.0011398784602082476
2021/10,0.955956617142857,651.85,681.88240795721,0.001466528522118366
2021/11,1.2023241532669728,651.85,542.1582842104466,0.0018444797933067007
2021/12,1.5515997364288154,651.85,420.11479165387556,0.0023803018124243544
2022/01,1.5794372012954658,716.15,453.4210030082922,0.0022054558420658604
2022/02,2.1197330142564588,716.15,337.8491513711715,0.002959900878665725
2022/03,1.6554153810093275,716.15,432.6104542796711,0.0023115483921096525
2022/04,1.4533848517965249,716.15,492.74629435883344,0.0020294419490281715
2022/05,1.3598132171705148,716.15,526.6532130715403,0.0018987826812406827
2022/06,,716.15,,
2022/07,0.9535440440362136,716.15,751.0402948652911,0.0013314864819328543
2022/08,0.8931606846373644,716.15,801.815409386013,0.0012471698451963478
2022/09,1.0473862456934897,716.15,683.7496701379982,0.0014625235574858475
2022/10,0.906394856145916,716.15,790.1081908663332,0.0012656494535305677
2022/11,1.2324367588398886,716.15,581.0845829315598,0.001720919861537232
2022/12,2.137813666084447,716.15,334.9917775161752,0.0029851478965083394
2023/01,1.90910174713538,811.59,425.116158013996,0.002352298262836383
2023/02,3.0607526409457826,811.59,265.16027108587775,0.003771304033989801
2023/03,2.410919535140943,811.59,336.6308946318917,0.0029706126678999776
2023/04,2.1653595561887804,811.59,374.806113691561,0.002668046126971476
2023/05,1.0702290107296135,811.59,758.3330220573165,0.0013186818599657628
2023/06,0.9130791828110502,811.59,888.8495272681603,0.0011250498192573223
