Year/Month,Fraud
2021/01,-0.1139465488369803
2021/02,-0.13541811795547384
2021/03,-0.12086773227701532
2021/04,-0.09363831578642556
2021/05,-0.17193004742699705
2021/06,-0.17344934585480568
2021/07,-0.18206215400325695
2021/08,-0.2884276584273089
2021/09,-0.3409418211784071
2021/10,-0.3771708255909748
2021/11,-0.3721426038768156
2021/12,-0.3651185409461217
2022/01,-0.34016979467460723
2022/02,-0.2997314794513077
2022/03,-0.398228860447621
2022/04,-0.3932773915468225
2022/05,-0.3514969890053786
2022/06,-0.3234464880560413
2022/07,-0.2707938650323551
2022/08,-0.17132713158561788
2022/09,-0.08132451692462467
2022/10,0.0035221695850265657
2022/11,0.0724284643262327
2022/12,0.12307817373403247
2023/01,0.18103881818455583
2023/02,0.26794779262051
2023/03,0.5467659123506015
2023/04,0.6754335900591745
2023/05,0.7419645443494286
2023/06,0.7314679813167578
