Year/Month,Fraud
2021/01,-0.3575042598901761
2021/02,-0.3386316591808009
2021/03,-0.16567827830499637
2021/04,-0.34637159508881604
2021/05,-0.11055378285033793
2021/06,-0.17941515204127914
2021/07,-0.4367719657868456
2021/08,-0.3048600229971597
2021/09,-0.20761844958958744
2021/10,-0.02814348984713962
2021/11,-0.1558753441200267
2021/12,-0.26207973257828576
2022/01,-0.09642448872589025
2022/02,-0.11159800633488626
2022/03,-0.08567766490594698
2022/04,0.1418229263315169
2022/05,0.0008370575188780393
2022/06,0.03233725617451534
2022/07,0.09475404465352394
2022/08,0.15665536622214668
2022/09,-0.13789714233369513
2022/10,-0.29129392654629177
2022/11,0.11800011272826685
2022/12,0.16790030211710066
2023/01,0.14780521502233063
2023/02,0.07536472518829751
2023/03,-0.04447179503199254
2023/04,-0.03470362969639968
2023/05,-0.12011977176861564
2023/06,-0.14742590954911264
